#cod_section,# names,#name_section,#geo+lat,#geo+lon
TN0000000001701,,,781008.784065,2052157.71013
TN0000000001702,,,781120.332611,2052654.20359
TN0000000001703,,,793716.095156,2052674.66102
TN0000000001704,,,793744.003904,2052685.00199
TN0000000001705,,,781120.332611,2052654.20359
TN0000000001706,,,781129.02213,2052687.99609
TN0000000001707,,,781075.141832,2052699.62867
TN0000000001708,,,781075.141832,2052699.62867
TN0000000001709,,,753521.231646,2052473.28948
TN0000000001710,,,780885.167784,2052741.3763
TN0000000001711,,,780885.167784,2052741.3763
TN0000000001712,,,795299.080464,2052183.13856
TN0000000001713,,,780781.998375,2052762.99586
TN0000000001714,,,780781.998375,2052762.99586
TN0000000001715,,,752517.268126,2052340.43254
TN0000000001716,RN2: Nationale no 2,RN2,780123.497704,2051592.50395
TN0000000001717,,,780396.356816,2052845.81814
TN0000000001718,,,793826.000067,2052641.00072
TN0000000001719,,,795159.995158,2052749.01518
TN0000000001720,,,780067.999,2052916.00512
TN0000000001722,,,784408.410822,2052949.12582
TN0000000001723,,,781129.02213,2052687.99609
TN0000000000731,,,800433.300678,2053819.42799
TN0000000000732,,,781453.111071,2054076.2953
TN0000000000733,,,781453.111071,2054076.2953
TN0000000000734,,,561532.981789,2054096.1083
TN0000000000735,,,793537.00012,2053826.99959
TN0000000000736,,,755350.309101,2052331.60514
TN0000000000737,,,783448.630073,2053499.69789
TN0000000000738,,,613720.492637,2053551.54497
TN0000000000739,,,782386.077525,2053880.33657
TN0000000000740,,,783015.000387,2054186.70246
TN0000000000741,RN2: Nationale no 2,RN2,780396.356816,2052845.81814
TN0000000000742,,,780919.302945,2054303.40428
TN0000000000743,,,796894.995808,2054113.00114
TN0000000000744,RN8: Nationale no 8,RN8,803356.002509,2054329.99699
TN0000000001021,,,795326.481688,2053750.57641
TN0000000001022,,,795100.214475,2054346.80904
TN0000000001023,,,782592.181064,2054264.52088
TN0000000001024,,,793863.020195,2054441.68889
TN0000000001025,,,793863.020195,2054441.68889
TN0000000001026,,,780652.610204,2054517.30609
TN0000000001027,,,780652.610204,2054517.30609
TN0000000001028,,,793500.998952,2054736.00425
TN0000000001029,,,793500.998952,2054736.00425
TN0000000001030,,,801373.000873,2053796.99581
TN0000000001031,RN8: Nationale no 8,RN8,801418.413829,2054767.92136
TN0000000001032,RN8: Nationale no 8,RN8,801173.473049,2054821.78934
TN0000000001033,,,800959.999749,2054871.99669
TN0000000001034,RN8: Nationale no 8,RN8,800959.999749,2054871.99669
TN0000000001035,,,783015.000387,2054186.70246
TN0000000001759,,,785389.969738,2055978.03243
TN0000000001760,,,785473.866917,2055985.91969
TN0000000001761,,,801444.882734,2055127.93324
TN0000000001763,,,800695.392062,2055228.4956
TN0000000001764,,,802825.003857,2056001.99657
TN0000000001765,,,781914.507517,2055809.23613
TN0000000001767,,,793123.001158,2056106.99541
TN0000000001768,,,793123.001158,2056106.99541
TN0000000001769,,,787720.194228,2056167.02174
TN0000000001770,,,786693.405416,2055199.76719
TN0000000001771,,,788854.003375,2056173.00192
TN0000000001772,,,788854.003375,2056173.00192
TN0000000001773,,,793069.561692,2056237.18682
TN0000000001774,,,793069.561692,2056237.18682
TN0000000001775,,,792258.003641,2056277.00097
TN0000000001776,RN3: Nationale no 3,RN3,792745.087658,2056358.90561
TN0000000001777,,,793024.00127,2056413.003
TN0000000001778,,,563229.999677,2056426.00012
TN0000000001779,,,566583.996974,2054221.99974
TN0000000000644,,,792745.087658,2056358.90561
TN0000000000645,,,781710.001847,2056008.99551
TN0000000000646,RN2: Nationale no 2,RN2,782807.904486,2055935.117
TN0000000000647,,,783636.997841,2056507.00411
TN0000000000648,RN2: Nationale no 2,RN2,783636.997841,2056507.00411
TN0000000000650,RN3: Nationale no 3,RN3,792645.067441,2056690.64359
TN0000000000651,RN7: Nationale no 7,RN7,603609.998445,2056807.00277
TN0000000000652,,,603609.998445,2056807.00277
TN0000000000653,R9,,782003.820243,2056930.21968
TN0000000000654,,,782807.904486,2055935.117
TN0000000000655,,,792645.067441,2056690.64359
TN0000000000656,,,791341.997298,2056967.00022
TN0000000000657,RN3: Nationale no 3,RN3,792258.003641,2056277.00097
TN0000000000658,,,793024.00127,2056413.003
TN0000000000659,,,787720.194228,2056167.02174
TN0000000000660,,,787739.000592,2057132.99624
TN0000000000661,,,588890.858147,2049839.68128
TN0000000000662,,,590359.728146,2049170.08099
TN0000000000663,RN2: Nationale no 2,RN2,783682.974452,2056535.98072
TN0000000000664,,,785521.000175,2057403.00148
TN0000000000665,,,808529.99815,2057488.00426
TN0000000000666,,,793426.002711,2056931.99748
TN0000000000667,,,795164.00411,2057492.00363
TN0000000000668,R9,,782201.711864,2057575.07137
TN0000000000669,,,808292.702504,2057442.73428
TN0000000000670,,,783682.974452,2056535.98072
TN0000000000671,,,808529.99815,2057488.00426
TN0000000000673,,,563210.973679,2057737.81689
TN0000000000674,,,798534.995744,2057956.9989
TN0000000000675,,,561532.981789,2054096.1083
TN0000000001780,,,795164.00411,2057492.00363
TN0000000001781,,,796852.002149,2058043.00148
TN0000000001782,,,793369.997069,2058071.99568
TN0000000001783,,,793426.002711,2056931.99748
TN0000000001784,,,793369.997069,2058071.99568
TN0000000001785,RN3: Nationale no 3,RN3,792795.260194,2058082.85572
TN0000000001786,,,792795.260194,2058082.85572
TN0000000001787,,,793075.999524,2058080.00381
TN0000000001788,,,793364.001634,2058102.99925
TN0000000001789,,,596657.984634,2058112.7314
TN0000000001790,,,793364.001634,2058102.99925
TN0000000001791,,,793433.68833,2058078.49141
TN0000000001792,,,793433.68833,2058078.49141
TN0000000001793,,,796852.002149,2058043.00148
TN0000000001794,RN2: Nationale no 2,RN2,785521.000175,2057403.00148
TN0000000001795,RN7: Nationale no 7,RN7,596657.984634,2058112.7314
TN0000000001796,,,600637.000279,2051778.99652
TN0000000001797,,,805371.957429,2053636.74548
TN0000000001798,,,808142.3705,2057586.14713
TN0000000001799,,,807386.99196,2058177.76197
TN0000000001800,,,804784.999683,2058244.00044
TN0000000001801,,,793467.001086,2058140.00158
TN0000000001802,RN3: Nationale no 3,RN3,792857.557181,2058285.32289
TN0000000001803,RN7: Nationale no 7,RN7,597451.584149,2058172.18331
TN0000000001804,,,793362.995973,2058138.00219
TN0000000001805,,,792857.557181,2058285.32289
TN0000000001806,,,793350.998256,2058318.99511
TN0000000001807,,,787739.000592,2057132.99624
TN0000000001808,,,786379.821347,2058164.41477
TN0000000001809,,,793467.001086,2058140.00158
TN0000000001810,,,793466.00364,2058412.49614
TN0000000001811,,,793466.00364,2058412.49614
TN0000000000676,,,793357.001906,2058358.99722
TN0000000000677,,,793409.764087,2058509.26918
TN0000000000678,,,794375.000281,2058583.0014
TN0000000000679,,,793354.99743,2058590.99975
TN0000000001762,,,801204.421857,2055166.92186
TN0000000000681,,,801759.952607,2058639.11031
TN0000000000682,,,793462.003879,2058491.00007
TN0000000000684,RN2: Nationale no 2,RN2,786379.821347,2058164.41477
TN0000000000685,RN3: Nationale no 3,RN3,793058.996386,2059028.001
TN0000000000686,RN3: Nationale no 3,RN3,793076.997362,2059078.00084
TN0000000000687,,,793058.996386,2059028.001
TN0000000000688,,,793409.764087,2058509.26918
TN0000000000689,RN3: Nationale no 3,RN3,791341.997298,2056967.00022
TN0000000000690,,,798534.995744,2057956.9989
TN0000000000691,,,804784.999683,2058244.00044
TN0000000000683,,,592247.020098,2057373.04347
TN0000000000693,RN3: Nationale no 3,RN3,793244.998446,2059338.99738
TN0000000000694,,,793177.002715,2059370.00114
TN0000000000695,Route Lillavois,,793177.002715,2059370.00114
TN0000000000696,,,793160.99761,2059376.99911
TN0000000000697,Route Lillavois,,793160.99761,2059376.99911
TN0000000000698,,,564683.997749,2059468.00143
TN0000000000699,,,791341.997298,2056967.00022
TN0000000000700,Route Lillavois,,792840.318763,2059530.74962
TN0000000000701,RN7: Nationale no 7,RN7,593770.999406,2059331.99902
TN0000000000702,,,799347.233036,2059300.36197
TN0000000000703,,,800386.001766,2059643.19821
TN0000000000704,,,807999.99675,2059727.99818
TN0000000000705,,,806623.996254,2059317.00192
TN0000000000706,,,801759.952607,2058639.11031
TN0000000001812,,,799347.233036,2059300.36197
TN0000000001813,,,799699.141932,2059957.2063
TN0000000001814,,,801861.996271,2059776.99862
TN0000000001815,,,801861.996271,2059776.99862
TN0000000001816,RN3: Nationale no 3,RN3,793907.759386,2060347.998
TN0000000001817,RN3: Nationale no 3,RN3,793960.003872,2060424.49628
TN0000000001818,,,793466.00364,2059128.00029
TN0000000001819,,,793433.824452,2060577.34889
TN0000000001820,,,793433.824452,2060577.34889
TN0000000001821,Departementale,RD72,593587.753037,2060602.78299
TN0000000001822,RN7: Nationale no 7,RN7,593587.753037,2060602.78299
TN0000000001823,Departementale,,593617.234035,2060626.84082
TN0000000001825,,,799699.141932,2059957.2063
TN0000000001826,,,799305.998598,2060757.99877
TN0000000001828,,,593733.266593,2060795.63907
TN0000000001829,,,792999.997623,2060801.99965
TN0000000001830,,,593733.266593,2060795.63907
TN0000000001831,,,793608.489652,2060873.17939
TN0000000001832,,,793960.003872,2060424.49628
TN0000000001833,,,793635.00217,2060929.00314
TN0000000001834,,,801887.066795,2059965.63178
TN0000000001835,,,593801.340555,2061034.21556
TN0000000001836,Departementale,,593801.340555,2061034.21556
TN0000000000766,,,799305.998598,2060757.99877
TN0000000000767,,,575169.998857,2060376.99612
TN0000000000769,,,593474.000525,2061343.99916
TN0000000000770,,,793608.489652,2060873.17939
TN0000000000771,,,793195.071164,2061413.74942
TN0000000000772,,,593474.000525,2061343.99916
TN0000000000774,,,570198.455905,2060821.97733
TN0000000000774,,,573211.182169,2061616.54652
TN0000000000775,RN1: Nationale no 1,RN1,786729.998011,2058956.99533
TN0000000000776,Route Lillavois,,788005.003531,2061627.00152
TN0000000000777,,,592549.652987,2061540.01128
TN0000000000778,Departementale,,593586.543193,2061686.43506
TN0000000000779,,,593507.521181,2061690.71117
TN0000000000780,,,593507.521181,2061690.71117
TN0000000000781,,,593474.000525,2061343.99916
TN0000000000782,,,593427.271331,2061698.71284
TN0000000000783,,,593338.530865,2061707.60263
TN0000000000784,,,593338.530865,2061707.60263
TN0000000000785,,,593167.99744,2061644.99839
TN0000000001827,,,592247.830181,2061823.1703
TN0000000000787,Departementale,,593618.81,2061849.64585
TN0000000000788,,,593652.003454,2061843.99737
TN0000000000789,,,593532.634732,2061861.58059
TN0000000000790,,,593618.81,2061849.64585
TN0000000000791,,,593427.271331,2061698.71284
TN0000000000792,,,593532.634732,2061861.58059
TN0000000000793,,,593358.743042,2061885.6789
TN0000000000794,,,593444.777103,2061866.4276
TN0000000000795,,,592549.652987,2061540.01128
TN0000000000796,,,573211.182169,2061616.54652
TN0000000000797,Departementale,,593628.745741,2061939.4
TN0000000000798,,,593628.745741,2061939.4
TN0000000000799,,,593540.454908,2061947.0907
TN0000000000800,,,593540.454908,2061947.0907
TN0000000000801,,,593444.777103,2061866.4276
TN0000000000802,,,593453.218825,2061956.83243
TN0000000000803,,,593366.883965,2061966.17909
TN0000000000804,,,593366.883965,2061966.17909
TN0000000000707,,,593355.454011,2061967.41651
TN0000000000708,,,575147.38479,2061078.4396
TN0000000000709,,,576131.538045,2061988.21503
TN0000000000710,,,573081.245208,2061915.96059
TN0000000000711,Departementale,,593637.927529,2062032.40836
TN0000000000712,,,593637.927529,2062032.40836
TN0000000000713,,,593548.621843,2062039.64943
TN0000000000714,,,593548.621843,2062039.64943
TN0000000000868,,,593453.218825,2061956.83243
TN0000000000869,,,593462.166116,2062047.17957
TN0000000000870,,,593376.0814,2062056.06271
TN0000000000871,,,593376.0814,2062056.06271
TN0000000000872,,,593358.743042,2061885.6789
TN0000000000873,,,593207.00014,2062077.99988
TN0000000000874,,,592247.830181,2061823.1703
TN0000000000875,,,593167.99744,2061644.99839
TN0000000000877,,,593557.387833,2062128.72884
TN0000000000878,,,593557.387833,2062128.72884
TN0000000000879,,,575147.38479,2061078.4396
TN0000000000880,,,593558.125161,2062136.22142
TN0000000000881,,,593462.166116,2062047.17957
TN0000000000882,,,593471.828047,2062137.36829
TN0000000000883,,,592192.33793,2062089.47932
TN0000000000884,,,593382.788152,2062146.87962
TN0000000000885,,,593382.788152,2062146.87962
TN0000000000886,,,593207.00014,2062077.99988
TN0000000000887,,,593380.853888,2062208.82301
TN0000000000888,RN1: Nationale no 1,RN1,788005.003531,2061627.00152
TN0000000000889,,,572802.996365,2062164.00246
TN0000000000890,,,573074.854901,2062031.19852
TN0000000000891,,,573037.352478,2062283.65281
TN0000000000892,,,793195.071164,2061413.74942
TN0000000000806,RN1: Nationale no 1,RN1,788292.997426,2062219.00107
TN0000000001847,RN3: Nationale no 3,RN3,797146.997532,2065687.99514
TN0000000001848,,,797146.997532,2065687.99514
TN0000000001851,,,779269.847804,2068924.33013
TN0000000001852,,,779638.003539,2069166.99732
TN0000000001853,,,830501.000905,2065579.9975
TN0000000001854,,,779269.847804,2068924.33013
TN0000000001855,,,780371.000553,2069847.99862
TN0000000001856,RN1: Nationale no 1,RN1,785774.997183,2065350.00395
TN0000000001857,RN1: Nationale no 1,RN1,780371.000553,2069847.99862
TN0000000001858,RN1: Nationale no 1,RN1,779945.003679,2070661.00297
TN0000000001859,,,780041.001644,2071102.0034
TN0000000001860,,,779945.003679,2070661.00297
TN0000000001861,RN1: Nationale no 1,RN1,779789.998345,2070781.99831
TN0000000001862,,,779119.00143,2071806.99974
TN0000000001863,,,779638.003539,2069166.99732
TN0000000001864,RN1: Nationale no 1,RN1,778801.998075,2071165.00036
TN0000000001865,,,776326.001868,2072274.00477
TN0000000001866,RN1: Nationale no 1,RN1,777114.996897,2071899.00107
TN0000000001867,RN3: Nationale no 3,RN3,798828.170493,2072540.56569
TN0000000001868,,,771803.997874,2072660.99581
TN0000000001869,,,772241.285451,2073122.7353
TN0000000001870,,,772141.897928,2073166.14378
TN0000000001871,,,772141.897928,2073166.14378
TN0000000001872,,,772266.409759,2073220.10485
TN0000000001873,,,772241.285451,2073122.7353
TN0000000001874,,,772193.876624,2073250.7691
TN0000000001875,,,772266.409759,2073220.10485
TN0000000001876,,,772193.876624,2073250.7691
TN0000000001877,,,772322.297076,2073467.13421
TN0000000001878,,,772322.297076,2073467.13421
TN0000000001879,,,772158.99729,2073541.99687
TN0000000001880,,,772118.262554,2073561.698
TN0000000001881,,,772158.99729,2073541.99687
TN0000000001882,,,772173.944514,2073587.88019
TN0000000001883,,,772133.943586,2073609.88542
TN0000000001884,,,772173.944514,2073587.88019
TN0000000001885,,,772329.500987,2073642.99595
TN0000000001886,,,772329.500987,2073642.99595
TN0000000001887,,,772388.998474,2073669.00095
TN0000000001888,,,772314.002624,2073672.00033
TN0000000001889,RN1: Nationale no 1,RN1,772388.998474,2073669.00095
TN0000000001890,,,772190.971121,2073740.52431
TN0000000001891,RN1: Nationale no 1,RN1,772314.002624,2073672.00033
TN0000000001892,RN1: Nationale no 1,RN1,776326.001868,2072274.00477
TN0000000001893,,,771963.999437,2073372.00109
TN0000000001894,RN1: Nationale no 1,RN1,772190.971121,2073740.52431
TN0000000001895,,,798828.170493,2072540.56569
TN0000000001896,,,771923.9989,2073895.00491
TN0000000001897,RN1: Nationale no 1,RN1,771982.997663,2073860.00197
TN0000000001898,RN1: Nationale no 1,RN1,773269.978799,2073768.90499
TN0000000001899,,,838417.00332,2074231.99612
TN0000000002991,,,783338.633045,2158012.71279
TN0000000002992,,,778617.534626,2158774.93284
TN0000000002993,,,783232.468166,2158135.86418
TN0000000002995,,,788295.956713,2159333.87661
TN0000000002996,,,788236.002552,2158955.00107
TN0000000002997,,,777075.279556,2159442.3319
TN0000000002998,,,778617.534626,2158774.93284
TN0000000002999,,,777075.279556,2159442.3319
TN0000000003000,,,838683.209464,2159555.42669
TN0000000003001,,,839839.996649,2158183.99782
TN0000000003002,,,775500.99687,2159659.99741
TN0000000003003,RN1: Nationale no 1,RN1,747803.876644,2157770.36068
TN0000000003004,,,749692.468405,2159693.40287
TN0000000003005,,,775304.779981,2159710.21043
TN0000000003006,,,775416.158962,2159745.00019
TN0000000003007,,,775500.99687,2159659.99741
TN0000000003008,,,775233.435373,2159793.27523
TN0000000003009,RN1: Nationale no 1,RN1,749692.468405,2159693.40287
TN0000000003010,,,749794.677919,2159831.3773
TN0000000003011,,,775181.918436,2159846.75108
TN0000000003012,,,775181.918436,2159846.75108
TN0000000003013,RN1: Nationale no 1,RN1,749794.677919,2159831.3773
TN0000000003014,,,775333.589169,2159883.35638
TN0000000003015,,,775416.158962,2159745.00019
TN0000000003016,,,775350.813896,2159955.21712
TN0000000003017,,,775333.589169,2159883.35638
TN0000000002634,,,836223.996174,2174927.99926
TN0000000002635,Departementale,RD12,702011.678911,2176668.55451
TN0000000002636,,,793054.997213,2176668.99534
TN0000000002637,RN5: Nationale no 5,,743812.002545,2176673.0043
TN0000000002638,,,799374.002934,2174680.99983
TN0000000002639,,,687070.907569,2175996.17525
TN0000000002640,,,835359.470977,2176705.16666
TN0000000002641,,,835354.999679,2176649.57878
TN0000000002642,Departementale,RD53,761935.456426,2172512.66794
TN0000000002643,,,741806.39975,2176636.69431
TN0000000002626,,,796015.997272,2174256.99609
TN0000000002645,,,797910.999876,2176505.9987
TN0000000002646,,,798027.999957,2176718.99518
TN0000000002647,,,797896.42112,2176762.18853
TN0000000002648,,,687070.907569,2175996.17525
TN0000000002649,,,756695.457012,2176473.15279
TN0000000002650,,,742612.501768,2176803.6647
TN0000000002651,,,742247.997078,2176803.99796
TN0000000002652,,,742612.501768,2176803.6647
TN0000000002653,,,791287.68536,2176833.06121
TN0000000002654,,,793054.997213,2176668.99534
TN0000000002655,,,743667.085502,2176839.99366
TN0000000002656,RN5: Nationale no 5,,742806.534445,2176860.93964
TN0000000003476,,,743674.726529,2176879.29579
TN0000000003477,,,743667.085502,2176839.99366
TN0000000003478,,,831765.519155,2174507.58222
TN0000000003795,,,798052.954895,2182200.93619
TN0000000003796,,,798093.252319,2183474.00999
TN0000000003797,,,798094.301398,2183494.99372
TN0000000003798,,,794358.830891,2182938.23787
TN0000000003799,,,798093.252319,2183474.00999
TN0000000003800,,,707180.902065,2183700.52129
TN0000000003801,,,707182.856277,2183699.6672
TN0000000003802,,,707180.902065,2183700.52129
TN0000000003803,,,707166.021728,2183792.26035
TN0000000003804,,,707168.201833,2183796.49617
TN0000000003805,,,707168.201833,2183796.49617
TN0000000003806,,,730960.001672,2183805.41784
TN0000000003807,,,740765.723941,2182658.23216
TN0000000003808,,,694144.000626,2183837.99581
TN0000000003809,,,794064.688814,2183504.27839
TN0000000003810,,,791059.163917,2183227.47427
TN0000000003811,,,734994.004194,2183427.99955
TN0000000003812,,,823000.003895,2184051.00266
TN0000000003813,,,801302.337853,2182867.31102
TN0000000003814,,,795203.996434,2184101.0025
TN0000000003815,RN3: Nationale no 3,RN3,795203.996434,2184101.0025
TN0000000003816,RN5: Nationale no 5,RN5,735426.00374,2183997.27491
TN0000000003817,RN5: Nationale no 5,RN5,737463.566089,2184191.16071
TN0000000003788,,,700648.955992,2181063.07624
TN0000000003819,,,798094.301398,2183494.99372
TN0000000003820,,,722961.434745,2184558.31646
TN0000000003946,,,730384.25366,2188879.8431
TN0000000003947,,,717943.79275,2188676.11524
TN0000000003948,Departementale,RD52,673288.337635,2185802.10718
TN0000000003949,,,718445.034248,2188953.99874
TN0000000003950,,,717959.576265,2188909.71584
TN0000000003951,,,730889.997945,2189003.00485
TN0000000003952,RN5: Nationale no 5,RN5,730889.997945,2189003.00485
TN0000000003953,,,792325.231925,2188776.68386
TN0000000003954,,,707607.902839,2188674.30693
TN0000000003955,,,706473.62059,2188780.59502
TN0000000003956,,,707479.374037,2189079.91326
TN0000000003957,,,777362.306319,2188191.5088
TN0000000003958,,,728925.220047,2188299.35506
TN0000000003959,Departementale,RD12,695956.000429,2187644.90833
TN0000000002488,,,816630.837568,2120091.94218
TN0000000002489,,,759483.620524,2128197.88422
TN0000000002490,,,760058.877636,2128385.07754
TN0000000002491,,,759483.620524,2128197.88422
TN0000000002492,,,760803.002046,2128890.00059
TN0000000002493,,,765212.692197,2128948.17715
TN0000000002494,,,765212.692197,2128948.17715
TN0000000002495,,,760803.002046,2128890.00059
TN0000000002496,RN1: Nationale no 1,RN1,752579.998513,2125857.9976
TN0000000002497,,,752430.996242,2129057.99659
TN0000000002500,,,757774.1856,2127830.65278
TN0000000002501,,,755149.527232,2126503.47084
TN0000000002502,,,757248.003833,2129835.998
TN0000000002503,,,739188.401391,2129505.09846
TN0000000002504,,,849629.998966,2117096.00137
TN0000000002505,,,757248.003833,2129835.998
TN0000000002506,,,812610.99859,2130665.99923
TN0000000002507,RN3: Nationale no 3,RN3,812610.99859,2130665.99923
TN0000000002508,,,738077.001345,2130990.0029
TN0000000002509,,,738287.390971,2130949.40859
TN0000000002511,,,761780.818191,2131336.40687
TN0000000002512,,,761796.272353,2131386.89507
TN0000000002513,,,738287.390971,2130949.40859
TN0000000002514,,,761395.653255,2131422.08087
TN0000000002515,,,761657.979528,2131434.653
TN0000000002516,,,761657.979528,2131434.653
TN0000000002517,,,812575.659257,2131457.68482
TN0000000002518,RN3: Nationale no 3,RN3,812575.659257,2131457.68482
TN0000000002519,,,761380.157631,2131551.27679
TN0000000003505,,,794369.48362,2176626.00423
TN0000000003506,,,832000.332529,2177375.99421
TN0000000003507,,,832236.998415,2176746.99957
TN0000000003508,,,801426.213078,2177384.09817
TN0000000003509,,,801426.213078,2177384.09817
TN0000000003510,,,801101.729462,2177339.49275
TN0000000003511,,,801197.394749,2177444.60269
TN0000000003512,,,834077.998876,2174769.00238
TN0000000003513,,,686051.9006,2176680.72688
TN0000000003514,,,832000.332529,2177375.99421
TN0000000003515,,,822616.371507,2177481.22912
TN0000000003516,,,798178.559809,2177258.97359
TN0000000003517,,,798280.244979,2177490.25307
TN0000000003518,,,831470.002948,2177455.99528
TN0000000003519,,,831556.585214,2177498.80197
TN0000000003520,,,832269.00041,2177503.99515
TN0000000003521,Departementale,RD53,756695.457012,2176473.15279
TN0000000003522,,,755367.10786,2177552.21327
TN0000000003523,,,744581.001901,2177579.99998
TN0000000003524,,,831556.585214,2177498.80197
TN0000000003525,,,831858.22848,2177313.4815
TN0000000003526,,,831167.998842,2177531.99953
TN0000000003527,,,831591.861963,2177191.29626
TN0000000003528,,,834914.418964,2177448.39963
TN0000000003529,,,835359.470977,2176705.16666
TN0000000003530,,,834914.418964,2177448.39963
TN0000000003531,,,835039.703327,2177641.51583
TN0000000003532,,,831734.56976,2177585.75955
TN0000000003533,,,831383.829831,2177633.91666
TN0000000003779,,,790621.068017,2183024.03314
TN0000000003780,,,714469.99822,2183117.00317
TN0000000003781,RN1: Nationale no 1,RN1,785798.002992,2181560.99976
TN0000000003782,,,790621.068017,2183024.03314
TN0000000003783,,,795425.999074,2183179.00014
TN0000000003784,RN3: Nationale no 3,RN3,795425.999074,2183179.00014
TN0000000003785,,,790887.146253,2183196.42866
TN0000000003786,,,790887.146253,2183196.42866
TN0000000003787,,,792720.001879,2182458.99652
TN0000000003789,,,791059.163917,2183227.47427
TN0000000003790,,,697822.401744,2183004.27294
TN0000000003791,,,767725.135685,2182847.69927
TN0000000003792,,,714386.209,2182954.26449
TN0000000003793,,,693031.357685,2182543.13602
TN0000000003794,RN3: Nationale no 3,RN3,795407.998686,2183465.00188
TN0000000003821,,,692687.701582,2181233.86548
TN0000000003822,,,687771.361425,2184611.22552
TN0000000003823,Departementale,RD12,696888.456424,2184636.68407
TN0000000003824,,,708230.134009,2184776.43453
TN0000000003825,,,714491.777757,2182691.93294
TN0000000003826,,,730960.001672,2183805.41784
TN0000000003827,,,794512.372913,2185070.57446
TN0000000003828,RN3: Nationale no 3,RN3,794512.372913,2185070.57446
TN0000000003829,RN5: Nationale no 5,RN5,732598.227131,2185013.84283
TN0000000003830,,,777538.998487,2185187.00169
TN0000000003831,,,777879.997079,2185394.99921
TN0000000003832,,,777879.997079,2185394.99921
TN0000000003833,,,777514.795155,2185228.40002
TN0000000003834,RN1: Nationale no 1,RN1,790455.998253,2183159.00446
TN0000000003960,,,730931.942134,2189183.05626
TN0000000003961,RN5: Nationale no 5,,730931.942134,2189183.05626
TN0000000003962,,,737900.146457,2186171.49721
TN0000000003963,,,688977.217109,2187769.70062
TN0000000001087,RN5: Nationale no 5,,730968.604941,2189427.67297
TN0000000001088,,,717959.576265,2188909.71584
TN0000000001089,,,718445.034248,2188953.99874
TN0000000001090,,,723335.793815,2189540.36878
TN0000000001091,,,723033.953406,2186756.30516
TN0000000001092,,,695102.283445,2189089.40738
TN0000000001093,,,707479.374037,2189079.91326
TN0000000001094,,,789809.950408,2189979.68724
TN0000000004066,,,713861.819115,2198131.13435
TN0000000004067,,,716452.332739,2196740.00005
TN0000000004068,,,714085.832882,2198318.34664
TN0000000004069,Departementale,RD52,692368.055972,2198474.85519
TN0000000004070,,,692368.055972,2198474.85519
TN0000000004071,Departementale,RD52,713232.190609,2198706.83112
TN0000000004072,Departementale,RD52,702946.002674,2198109.00101
TN0000000004073,,,708182.231739,2198820.65913
TN0000000004074,,,733414.180009,2198869.29442
TN0000000004075,,,733432.999673,2197538.99712
TN0000000004076,Departementale,RD52,706649.001604,2198716.83883
TN0000000004077,,,697619.012237,2195400.64965
TN0000000004078,RN5: Nationale no 5,RN5,726677.471865,2199026.8317
TN0000000004079,Departementale,RD52,708182.231739,2198820.65913
TN0000000004080,Departementale,RD52,710824.37554,2199076.19729
TN0000000004081,,,729905.954017,2196739.92436
TN0000000004082,,,711501.891843,2199213.6769
TN0000000004083,,,694937.501766,2197576.93724
TN0000000004084,Departementale,RD52,695669.870194,2199269.5208
TN0000000004085,,,713232.190609,2198706.83112
TN0000000004086,,,701147.48737,2198126.61181
TN0000000004087,Departementale,RD52,699459.037352,2198965.12849
TN0000000004088,Departementale,RD52,700695.940807,2199390.31235
TN0000000004089,,,700695.940807,2199390.31235
TN0000000004090,,,694867.124876,2197608.30244
TN0000000004091,,,701285.978706,2199339.70563
TN0000000001900,RN1: Nationale no 1,RN1,771923.9989,2073895.00491
TN0000000001901,,,837518.997757,2074824.99565
TN0000000001902,,,834905.489276,2075545.80504
TN0000000001903,RN3: Nationale no 3,RN3,800625.887058,2075887.69977
TN0000000001904,RN1: Nationale no 1,RN1,769515.997837,2075313.99594
TN0000000001905,RN1: Nationale no 1,RN1,767281.62326,2076852.31071
TN0000000001906,,,762190.00242,2076902.00251
TN0000000001907,,,800625.887058,2075887.69977
TN0000000001908,,,762208.525979,2077103.81429
TN0000000001909,,,786147.000128,2077930.00312
TN0000000001910,,,705380.003059,2076617.00076
TN0000000001911,,,704711.99868,2077796.00049
TN0000000001912,,,766963.689151,2077074.29301
TN0000000001913,,,761715.998447,2077629.00448
TN0000000001914,,,763003.001487,2077772.99527
TN0000000001915,,,704406.634743,2077974.22266
TN0000000001916,,,704224.999152,2078092.00056
TN0000000001917,,,704224.999152,2078092.00056
TN0000000001918,,,704406.634743,2077974.22266
TN0000000001919,,,765331.998922,2078225.0032
TN0000000001920,RN1: Nationale no 1,RN1,766963.689151,2077074.29301
TN0000000001921,,,767281.62326,2076852.31071
TN0000000001922,,,704187.551491,2078111.69211
TN0000000001923,RN1: Nationale no 1,RN1,765331.998922,2078225.0032
TN0000000001924,,,764833.001678,2078579.00106
TN0000000001926,,,799828.002043,2077533.00397
TN0000000001927,,,704187.551491,2078111.69211
TN0000000001928,,,786147.000128,2077930.00312
TN0000000001929,,,799828.002043,2077533.00397
TN0000000001930,,,718562.996376,2078422.00338
TN0000000001931,,,761715.998447,2077629.00448
TN0000000001932,,,761739.807886,2078042.22837
TN0000000001933,,,709464.069376,2080409.30635
TN0000000001934,,,834905.489276,2075545.80504
